NOM,ADRECA,CATEGORIA,TIPUS,WKT,LAT,LNG
"Grup d'Invàlids de Mataró i el Maresme","Carrer de Josep Monserrat Cuadrada, 37. 08303 Mataró (BARCELONA)","Serveis sanitaris","Altres -serveis sanitaris-","POINT (2.43027758931741 41.5397653750118)","41,5397653750118","2,43027758931741"
"Antic Hospital Sant Jaume i Santa Magdalena","Carrer de l'Hospital, 31. 08301 Mataró (BARCELONA)","Serveis sanitaris","Atenció sociosanitària","POINT (2.44893079329799 41.5396827222719)","41,5396827222719","2,44893079329799"
"Servei Ordinari d'Urgències","Camí del Mig, 36. 08302 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.43014567041679 41.5364998295583)","41,5364998295583","2,43014567041679"
"Centre de Salut Mental i Adiccions","Carretera de Cirera, 240. Mataró (BARCELONA)","Serveis sanitaris","Salut mental i adiccions","POINT (2.42884630174003 41.5563100261694)","41,5563100261694","2,42884630174003"
"REPSOL - Via Europa","Via d'Europa, 220. 08304 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.43220589113599 41.551156584912)","41,551156584912","2,43220589113599"
"Benzinera Alcampo","Carretera de Cirera, 163. 08304 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.43003100390187 41.5533408354042)","41,5533408354042","2,43003100390187"
"REPSOL","Carrer de l'Energia, 2. 08304 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.45439367993226 41.5508333170565)","41,5508333170565","2,45439367993226"
"Gasolineras SARAS","Ronda d'Alfons X el Savi, 112. 08301 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.4494360201257 41.5456574336043)","41,5456574336043","2,4494360201257"
"Red Ahorro","Camí Ral, 547. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.44069530806115 41.534314198135)","41,534314198135","2,44069530806115"
"Estació de Servei BP - Mataró II","Avinguda del Maresme, 30. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.43629838036825 41.5296198577006)","41,5296198577006","2,43629838036825"
"Lavabo públic - Platja del Callao","","Lavabos públics","Lavabo no adaptat","POINT (2.4561422358116 41.5400087934925)","41,5400087934925","2,4561422358116"
"Parada de taxi - Plaça de les Tereses","","Mobilitat","Parada de taxi","POINT (2.44267359220889 41.5384385902948)","41,5384385902948","2,44267359220889"
"Parada de taxi - Plaça d'Espanya","","Mobilitat","Parada de taxi","POINT (2.44190547875557 41.544465221633)","41,544465221633","2,44190547875557"
"Servei d'Atenció Ciutadana","La Riera, 48. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.4447776359659 41.539838959823)","41,539838959823","2,4447776359659"
"Servei de Rehabilitació Comunitària en Salut Mental (SRC)","Camí de la Geganta, 7. 08302 Mataró (BARCELONA)","Serveis sanitaris","Salut mental i adiccions","POINT (2.44069742962435 41.5441517078858)","41,5441517078858","2,44069742962435"
"Deixalleria mòbil de l'Avinguda Amèrica","Avinguda d'Amèrica, 122. 08304 Mataró (BARCELONA)","Residus","Deixelleries mòbils","POINT (2.4510190828 41.5470422334158)","41,5470422334158","2,4510190828"
"Servei de la Policia Local","Plaça de Granollers, 11. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Gestió de l'Espai Públic","POINT (2.43570448507209 41.5408819219977)","41,5408819219977","2,43570448507209"
"Servei de Mobilitat","Plaça de Granollers, 11. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Gestió de l'Espai Públic","POINT (2.43570448507209 41.5408819219977)","41,5408819219977","2,43570448507209"
"Escola Àngela Bransuela","Ronda de Sant Oleguer, 76. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44578406898219 41.5510182305478)","41,5510182305478","2,44578406898219"
"Lavabo públic - Avinguda del Port","","Lavabos públics","Lavabo adaptat","POINT (2.44089241502418 41.5291479574585)","41,5291479574585","2,44089241502418"
"Servei de Gestió Econòmica","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Servei de Benestar Social","Avinguda de Josep Puig i Cadafalch, 101. 08303 Mataró (BARCELONA)","Administració municipal","Àrea d'Acció Social","POINT (2.42866332668914 41.5400818317203)","41,5400818317203","2,42866332668914"
"Direcció d'Esports","Carrer de Sant Cugat, 169. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis a les Persones","POINT (2.43421741768719 41.5323942396143)","41,5323942396143","2,43421741768719"
"Escola Superior de Ciències Socials i de l'Empresa del Tecnocampus (ESCSET)","Avinguda d'Ernest Lluch, 32. 08302 Mataró (BARCELONA)","Educació","Estudis universitaris","POINT (2.43468298017362 41.5283283221368)","41,5283283221368","2,43468298017362"
"Pistes Municipals de Petanca Ramon Berenguer","Carrer de la Marató, 117. 08303 Mataró (BARCELONA)","Esports","Pistes de petanca","POINT (2.42401238916761 41.5349954151927)","41,5349954151927","2,42401238916761"
"Poliesportiu Municipal del Carrer d'Euskadi","Plaça de Flandes, 1. 08303 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.42902950684445 41.5449975525542)","41,5449975525542","2,42902950684445"
"Assemblea de Germans","Carrer de Salvador Llanas, 6. 08303 Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.42594318118626 41.5421843377969)","41,5421843377969","2,42594318118626"
"Camp Municipal de Futbol Vista Alegre-Molins","Carrer d'Almeria, 40. 08304 Mataró (BARCELONA)","Esports","Camps esportius municipals","POINT (2.44470132381894 41.5537083173931)","41,5537083173931","2,44470132381894"
"Marthe Rent a Car ","Carrer de la Teixidora, 1. 08302 Mataró (BARCELONA)","Mobilitat","Lloguer de vehicles","POINT (2.43034195844723 41.5276896867991)","41,5276896867991","2,43034195844723"
"National Atesa ","Avinguda del Maresme, 63. 08302 Mataró (BARCELONA)","Mobilitat","Lloguer de vehicles","POINT (2.43895341177049 41.5307180484982)","41,5307180484982","2,43895341177049"
"Dipòsit de vehicles","Ronda de Rafael Estrany, 36. 08304 Mataró (BARCELONA)","Mobilitat","Dipòsit vehicles","POINT (2.44976625353907 41.5516144457785)","41,5516144457785","2,44976625353907"
"Servei Educatiu de Mataró","Carrer d'Onofre Arnau, 32. 08301 Mataró (BARCELONA)","Educació","Altres -oficines d'educació-","POINT (2.44497665220717 41.5427254426065)","41,5427254426065","2,44497665220717"
"Cambra de Comerç, Indústria i Navegació de Barcelona","Avinguda d'Ernest Lluch, 32. 08302 Mataró (BARCELONA)","Altres serveis","Cambra de Comerç","POINT (2.43468298017365 41.5283283221324)","41,5283283221324","2,43468298017365"
"Centre de Normalització Lingüística del Maresme (CNL)","Plaça d'Espanya, 1. 08304 Mataró (BARCELONA)","Altres serveis","Normalització lingüística","POINT (2.44259982930665 41.5450167965494)","41,5450167965494","2,44259982930665"
"Servei de Protecció Civil","Plaça de Granollers, 11. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Gestió de l'Espai Públic","POINT (2.43570448507209 41.5408819219977)","41,5408819219977","2,43570448507209"
"Registre de la Propietat núm.1","Plaça de les Tereses, 12. 08302 Mataró (BARCELONA)","Altres serveis","Registre de la Propietat","POINT (2.44293605647811 41.5385915214249)","41,5385915214249","2,44293605647811"
"ONCE","Carrer de Francisco de Goya, 91. 08302 Mataró (BARCELONA)","Altres serveis","ONCE","POINT (2.43430611498736 41.5377888525518)","41,5377888525518","2,43430611498736"
"Deixalleria d'en Pla d'en Boet","Carrer de Francesc Layret, 74. 08302 Mataró (BARCELONA)","Residus","Deixelleries fixes","POINT (2.43209983963204 41.5301306806574)","41,5301306806574","2,43209983963204"
"Deixalleria mòbil del Carrer Irlanda","Carrer d'Irlanda, 3. 08303 Mataró (BARCELONA)","Residus","Deixelleries mòbils","POINT (2.43100643933533 41.545807746932)","41,545807746932","2,43100643933533"
