NOM,ADRECA,CATEGORIA,TIPUS,WKT,LAT,LNG
"Ermita de Sant Miquel de Mata","Veïnat de Mata, 29. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.46389394418611 41.5690680849828)","41,5690680849828","2,46389394418611"
"Institut Laia L'Arquera","Carrer de Ciutat Freta, 26. 08302 Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.43304452616676 41.5339759369433)","41,5339759369433","2,43304452616676"
"Mesquita Al Ansar","Carrer de l'Energia, 11. 08304 Mataró (BARCELONA)","Serveis religiosos","Islam","POINT (2.45266658136745 41.5514321363963)","41,5514321363963","2,45266658136745"
"Mesquita Annour","Carrer de Manuel Carrasco i Formiguera, 64. 08302 Mataró (BARCELONA)","Serveis religiosos","Islam","POINT (2.42495094358507 41.531399301132)","41,531399301132","2,42495094358507"
"Mesquita Bilal","Carrer de Josep M. Batista i Roca, 5. 08302 Mataró (BARCELONA)","Serveis religiosos","Islam","POINT (2.42898479212864 41.5350380550284)","41,5350380550284","2,42898479212864"
"Casa Capell","Passeig del d l'Orfeo Mataroní, 15. Mataró (BARCELONA)","Administració municipal","Sostenibilitat","POINT (2.43766862908974 41.5449192301177)","41,5449192301177","2,43766862908974"
"Mercat del Pla d'en Boet (entorns polígon industrial)","Carrer de Francesc Layret, 39. 08302 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats setmanals","POINT (2.42952613140308 41.5326794281869)","41,5326794281869","2,42952613140308"
"GALP","Camí del Sant Crist, 63. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.42998952756651 41.5299813224648)","41,5299813224648","2,42998952756651"
"Fundació Hospital Sant Jaume i Santa Magdalena","Carrer de Sant Pelegrí, 3. 08301 Mataró (BARCELONA)","Serveis sanitaris","Atenció sociosanitària","POINT (2.44937732291864 41.5401155652462)","41,5401155652462","2,44937732291864"
"Testimonis Cristians del Jehovà","Carrer de Sant Cugat, 97. 08302 Mataró (BARCELONA)","Serveis religiosos","Testimonis Cristians de Jehovà","POINT (2.43737560991895 41.5342561660951)","41,5342561660951","2,43737560991895"
"Església de Jesucrist dels Sants dels Darrers Dies","Avinguda del Maresme, 209. 08301 Mataró (BARCELONA)","Serveis religiosos","Església Mormona","POINT (2.44579153002261 41.53395169225)","41,53395169225","2,44579153002261"
"Sala d'actes Parròquia Maria Auxiliadora","Carrer de la Gatassa, 1. 08303 Mataró (BARCELONA)","Cultura i Oci","Arts escèniques","POINT (2.42535012489685 41.5406867978226)","41,5406867978226","2,42535012489685"
"Arxiu històric Comarcal del Maresme","Carrer d'En Palau, 32. 08301 Mataró (BARCELONA)","Cultura i Oci","Arxius i Centres de documentació","POINT (2.44607047092414 41.5400209606581)","41,5400209606581","2,44607047092414"
"Centre de Documentació del Parc del Montnegre-Corredor(CDOC)","Carrer de Pablo Iglesias, 83. 08302 Mataró (BARCELONA)","Cultura i Oci","Arxius i Centres de documentació","POINT (2.43285314165926 41.5304288735613)","41,5304288735613","2,43285314165926"
"Ateneu de la Fundació Iluro","La Riera, 92. 08301 Mataró (BARCELONA)","Cultura i Oci","Associació cultural","POINT (2.44410027520924 41.5413339717504)","41,5413339717504","2,44410027520924"
"Servei Jurídic Administratiu","Avinguda de Josep Puig i Cadafalch, 101. 08303 Mataró (BARCELONA)","Administració municipal","Àrea d'Acció Social","POINT (2.42866332668914 41.5400818317203)","41,5400818317203","2,42866332668914"
"Servei d'Equipaments Municipals","Carrer de Comadaran, 1. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Gestió de l'Espai Públic","POINT (2.44847846536774 41.5630233886384)","41,5630233886384","2,44847846536774"
"Can Gassol. Centre de Creació d'Arts Escèniques","Plaça de la Pepa Maca, 15. 08301 Mataró (BARCELONA)","Cultura i Oci","Arts escèniques","POINT (2.45138526784139 41.5445459132735)","41,5445459132735","2,45138526784139"
"Teatre Monumental","La Riera, 169. 08302 Mataró (BARCELONA)","Cultura i Oci","Arts escèniques","POINT (2.44251803587888 41.5438125302884)","41,5438125302884","2,44251803587888"
"Aula de Teatre. Espais del Monumental","Carrer de Juan Meléndez Valdés, 2. 08302 Mataró (BARCELONA)","Cultura i Oci","Arts escèniques","POINT (2.44222341186896 41.5436387704055)","41,5436387704055","2,44222341186896"
"Escola Anxaneta","Carrer d'Antonio de Solís, 2B. Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.451613197919 41.5410799198184)","41,5410799198184","2,451613197919"
"Escola Torre Llauder","Carrer de Ciutat Freta, 31. 08302 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.43366037718841 41.5339412427253)","41,5339412427253","2,43366037718841"
"Escola Vista Alegre","Ronda de Sant Oleguer, 91. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44669322626621 41.5514984370378)","41,5514984370378","2,44669322626621"
"Jutjat d'instrucció núm. 2","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Jutjat d'instrucció núm. 3","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Jutjat d'instrucció núm. 4","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Ajuntament de Mataró","La Riera, 48. 08301 Mataró (BARCELONA)","Administració municipal","Ajuntament","POINT (2.4447776359659 41.539838959823)","41,539838959823","2,4447776359659"
"Servei de Desenvolupament Sostenible","Passeig del d l'Orfeo Mataroní, 15. Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Territorials i Sostenibilitat","POINT (2.43766862908974 41.5449192301177)","41,5449192301177","2,43766862908974"
"Mataró Energia Sostenible, S.A","Carretera de Barcelona, 92. 08302 Mataró (BARCELONA)","Administració municipal","Mataró Energia Sostenible","POINT (2.4268901693356 41.5243657919028)","41,5243657919028","2,4268901693356"
"Parròquia de la Mare de Déu de Montserrat","Carrer de Sant Cugat, 141. 08302 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.43584683665193 41.533161121214)","41,533161121214","2,43584683665193"
"Agència de Salut Pública de Catalunya. Servei de Salut Pública al Barcelonés Nord - Maresme","Carrer de Joan Arnau Palau, 19. 08303 Mataró (BARCELONA)","Serveis sanitaris","Altres -serveis sanitaris-","POINT (2.43066614799011 41.5387117261467)","41,5387117261467","2,43066614799011"
"PASS Serveis de Prevenció, Assistencial i Sociosanitaris ","Carrer de l'Hospital, 31. 08301 Mataró (BARCELONA)","Serveis sanitaris","Altres -serveis sanitaris-","POINT (2.44893079329799 41.5396827222719)","41,5396827222719","2,44893079329799"
"Centre Geriàtric del Maresme","Carrer de Lepant, 13. 08301 Mataró (BARCELONA)","Serveis sanitaris","Atenció sociosanitària","POINT (2.4442881090616 41.5359172868374)","41,5359172868374","2,4442881090616"
"Escola Germanes Bertomeu (educació primària)","Carrer de Colòmbia, 15. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44841688521643 41.5483119416304)","41,5483119416304","2,44841688521643"
"Hospital de Mataró","Carretera de Cirera, 230. 08304 Mataró (BARCELONA)","Serveis sanitaris","Hospital","POINT (2.4290771274211 41.5558472180467)","41,5558472180467","2,4290771274211"
"Servei de Llicències i Disciplina d'Obres i Activitats","Carrer de Pablo Iglesias, 63. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Territorials i Sostenibilitat","POINT (2.43237131091186 41.5314108109751)","41,5314108109751","2,43237131091186"
"Càmping Barcelona","Veïnat de Mata, 108. Mataró (BARCELONA)","Allotjament","Càmpings","POINT (2.48338469171784 41.55045403781)","41,55045403781","2,48338469171784"
"Hostal Isla Cristina","Plaça d'Isla Cristina, 1. 08303 Mataró (BARCELONA)","Allotjament","Hostals","POINT (2.4250222838201 41.5402225248109)","41,5402225248109","2,4250222838201"
"Hotel Castell de Mata","Veïnat de Mata, 165. 08304 Mataró (BARCELONA)","Allotjament","Hotels","POINT (2.46737420173739 41.5461481080399)","41,5461481080399","2,46737420173739"
"Escola Antonio Machado","Plaça d'Antonio Machado, 1. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.43523652942568 41.546869783741)","41,546869783741","2,43523652942568"
"Pista Poliesportiva Municipal de Rocafonda","Ronda de Rafael Estrany, 24. 08304 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.45034268946787 41.5511311360533)","41,5511311360533","2,45034268946787"
"CAP Cirera-Molins - CDsM","Ronda de Frederic Mistral, 4. 08304 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.43819522584059 41.5494930822358)","41,5494930822358","2,43819522584059"
"Casal Municipal de la Gent Gran del Parc","Avinguda del Corregiment de Mataró, 28. 08304 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.44020482901614 41.5453677681449)","41,5453677681449","2,44020482901614"
"Casal de Gent Gran Mataró","Avinguda de la Gatassa, 43. 08303 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.42891617818552 41.5372202443217)","41,5372202443217","2,42891617818552"
"Centre Cívic Cabot i Barba","Plaça de Miquel Biada, 5. 08301 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.44487432289563 41.5334985803693)","41,5334985803693","2,44487432289563"
"Jutjat d'instrucció núm. 1","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Tresoreria General de la Seguretat Social","Carrer de Jaume Balmes, 34. 08301 Mataró (BARCELONA)","Oficines de l'Administració estatal","Tresoreria de la Seguretat Social","POINT (2.44697326186281 41.5358847446364)","41,5358847446364","2,44697326186281"
"Consell Comarcal del Maresme","Plaça de Miquel Biada, 1. 08301 Mataró (BARCELONA)","Altres administracions","Consell Comarcal","POINT (2.44490190833788 41.5333754466922)","41,5333754466922","2,44490190833788"
"Deixalleria de Cirera","Carrer de Galícia, 140. Mataró (BARCELONA)","Residus","Deixelleries fixes","POINT (2.42620605451795 41.5528132797154)","41,5528132797154","2,42620605451795"
"Deixalleria mòbil de la Ronda de Sant Oleguer","Riera de Figuera Major, 1. 08304 Mataró (BARCELONA)","Residus","Deixelleries mòbils","POINT (2.44051074835259 41.5502017450704)","41,5502017450704","2,44051074835259"
"Estació Depuradora d'Aigües Residuals (EDAR)","Carrer de la Teixidora, 61. 08302 Mataró (BARCELONA)","Residus","Depuradora","POINT (2.42540906101411 41.525303519682)","41,525303519682","2,42540906101411"
"Consorci per al Tractament dels Residus Sòlids Urbans","Carrer de la Teixidora, 83. 08302 Mataró (BARCELONA)","Residus","Tractament de residus","POINT (2.42416494411215 41.5251248019779)","41,5251248019779","2,42416494411215"
"Espai Jove Cerdanyola","Passeig de Ramon Berenguer III, 82. 08303 Mataró (BARCELONA)","Serveis per a joves","Espai jove","POINT (2.42563111127236 41.5373830605373)","41,5373830605373","2,42563111127236"
"Espai Jove La Llàntia","Carrer de Teià, 7. 08303 Mataró (BARCELONA)","Serveis per a joves","Espai jove","POINT (2.4271573992281 41.5479135265835)","41,5479135265835","2,4271573992281"
"Servei d'Urbanisme, Patrimoni i Habitatge","Carrer de Pablo Iglesias, 63. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Territorials i Sostenibilitat","POINT (2.43237131091186 41.5314108109751)","41,5314108109751","2,43237131091186"
"Pistes de Petanca Cirera","Ronda de Frederic Mistral, 2. 08304 Mataró (BARCELONA)","Esports","Pistes de petanca","POINT (2.437979775215 41.549170436222)","41,549170436222","2,437979775215"
"Centre de Dia Can Clement","Carrer de Joaquim Torres-García, 29. 08304 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.44637686562804 41.5532992685018)","41,5532992685018","2,44637686562804"
"Centre de Dia Gatassa","Avinguda de la Gatassa, 43. 08303 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.42891617818552 41.5372202443217)","41,5372202443217","2,42891617818552"
"Farmàcia Subirats","Ronda de Rafael Estrany, 43. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.45023764290876 41.5509458256867)","41,5509458256867","2,45023764290876"
"Farmàcia Centeno","Carrer d'Almeria, 77. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44472260765907 41.554619801483)","41,554619801483","2,44472260765907"
"Oficina d'Atenció Ciutadana (OFIAC)  - Cerdanyola","Passeig de Ramon Berenguer III, 82. 08303 Mataró (BARCELONA)","Administració municipal","Oficina d'Atenció Ciutadana (OFIAC)","POINT (2.42563111127236 41.5373830605373)","41,5373830605373","2,42563111127236"
"Oficina d'Atenció Ciutadana (OFIAC) - Rocafonda","Carrer de Josep Punsola, 47. 08304 Mataró (BARCELONA)","Administració municipal","Oficina d'Atenció Ciutadana (OFIAC)","POINT (2.45093178809748 41.5489521736571)","41,5489521736571","2,45093178809748"
"Oficina de Gestió Tributària de la Diputació de Barcelona","Ronda de Mossèn Jacint Verdaguer, 77. Mataró (BARCELONA)","Altres administracions","Gestió Tributària","POINT (2.43744419208088 41.545133434062)","41,545133434062","2,43744419208088"
"E.S. GALP","Avinguda de Cabrera, 36. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.42735384921397 41.5240617165145)","41,5240617165145","2,42735384921397"
"E.S. GALP","Carretera de Barcelona, 50. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.43103768980308 41.5268779903589)","41,5268779903589","2,43103768980308"
"Estació de Servei BP - Mataró I","Avinguda del Maresme, 1. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.4360030441997 41.5298711329737)","41,5298711329737","2,4360030441997"
"Oficina Municipal d'Escolarització","Baixada de les Figueretes, 1. 08301 Mataró (BARCELONA)","Educació","Altres -oficines d'educació-","POINT (2.44832796708389 41.5404221145739)","41,5404221145739","2,44832796708389"
"Llar Sant Emili","Carrer de Barcelona, 16. 08301 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.4454647888248 41.5384337131153)","41,5384337131153","2,4454647888248"
"Residència Taller Pro persones amb disminució psíquica","Ronda d'Alfons XII, 87. 08302 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.43779413158661 41.5361978117358)","41,5361978117358","2,43779413158661"
"Llar Residència - Les Sureres","Carrer del Riu Segre, 25. 08304 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.43550309073653 41.5626203258171)","41,5626203258171","2,43550309073653"
"Centre Ocupacional Les Sureres","Carrer del Riu Segre, 25. 08304 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.43550309073653 41.5626203258171)","41,5626203258171","2,43550309073653"
"Servei de Sistemes d'Informació i Telecomunicacions","Avinguda d'Ernest Lluch, 32. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.43468298017362 41.5283283221368)","41,5283283221368","2,43468298017362"
"Servei d'Espais Públics","Carrer de Comadaran, 1. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Gestió de l'Espai Públic","POINT (2.44847846536774 41.5630233886384)","41,5630233886384","2,44847846536774"
"Escola Camí del Mig","Camí del Mig, 1. 08302 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.43243803141823 41.5366707955186)","41,5366707955186","2,43243803141823"
"Mataró Bus","Carrer de Francesc Layret, 72. 08302 Mataró (BARCELONA)","Mobilitat","Autobusos urbans","POINT (2.43181922211872 41.530285642798)","41,530285642798","2,43181922211872"
"Centre de Dia Sant Josep","Muralla de Sant Llorenç, 9. 08302 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.44355670414963 41.5390186909245)","41,5390186909245","2,44355670414963"
"Càrrega de vehicles (aparcament Plaça de Granollers)","Camí de la Geganta, 82. 08304 Mataró (BARCELONA)","Mobilitat","Punt de càrrega de vehicles","POINT (2.43659647552176 41.5414021293295)","41,5414021293295","2,43659647552176"
"Aigües de Mataró, S.A","Carrer de Pitàgores, 1. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Territorials i Sostenibilitat","POINT (2.43735615908018 41.5515509445465)","41,5515509445465","2,43735615908018"
"Ensenyament concertat Balmes","Plaça dels Bous, 1. 08301 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44425552682374 41.5421145641253)","41,5421145641253","2,44425552682374"
"Ensenyament concertat Divina Providència","Carrer de Llauder, 30. 08302 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44046953884171 41.5351709810962)","41,5351709810962","2,44046953884171"
"Ensenyament concertat El Turó","Ronda de la Roca Blanca, 46. 08303 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.42754446567118 41.5443974916939)","41,5443974916939","2,42754446567118"
"Mercat de Cerdanyola ","Passeig de Ramon Berenguer III, 130. 08303 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats setmanals","POINT (2.42742283280126 41.5390886336681)","41,5390886336681","2,42742283280126"
"Mercat de Cirera - Molins","Riera de Cirera, 30. 08304 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats setmanals","POINT (2.43962342884788 41.5498124144448)","41,5498124144448","2,43962342884788"
"Mercat de l'Escorxador","Carrer d'Enric Prat de la Riba, 103. 08301 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats setmanals","POINT (2.45302415213127 41.5451459282114)","41,5451459282114","2,45302415213127"
"Mercat de la Plaça de Cuba (entorns de la plaça)","Plaça de Cuba, 53. Mataró (BARCELONA)","Mercats i Centres comercials","Mercats setmanals","POINT (2.44130058383169 41.5375124152225)","41,5375124152225","2,44130058383169"
"Centre Cívic Espai Gatassa","Carrer de Josep Monserrat Cuadrada, 1. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.42869421264868 41.5376467970274)","41,5376467970274","2,42869421264868"
"Escola Joan Coromines (educació primària)","Carrer de Sant Pere, 4. 08301 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44937820845895 41.5388249704054)","41,5388249704054","2,44937820845895"
"Escola Josep Manuel Peramàs","Carrer de Josep Monserrat Cuadrada, 11. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.42923662359535 41.5386433260952)","41,5386433260952","2,42923662359535"
"Escola Josep Montserrat","Carrer de Josep Monserrat Cuadrada, 3. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.42885606818821 41.5380211300196)","41,5380211300196","2,42885606818821"
"Aluguel Automocions","Avinguda del Maresme, 327. 08301 Mataró (BARCELONA)","Mobilitat","Lloguer de vehicles","POINT (2.44957083739982 41.5369858669778)","41,5369858669778","2,44957083739982"
"Ensenyament concertat Escola Pia Santa Anna (infantil)","El Torrent, 62. 08302 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44186146350633 41.5390225154163)","41,5390225154163","2,44186146350633"
"Ensenyament concertat Freta","Passeig de Rocafonda, 45. 08304 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.4473698590461 41.5467579158102)","41,5467579158102","2,4473698590461"
"Jutjat del Social núm. 1","Carrer de Josep Abril, 33. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.44094947636129 41.5324139585848)","41,5324139585848","2,44094947636129"
"Jutjat de primera instància núm. 8","Carrer de Josep Abril, 24. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.44042579389383 41.5326977351269)","41,5326977351269","2,44042579389383"
"Farmàcia Ruiz-Carrillo","Carrer de Pedro Antonio de Alarcón, 41. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44866114025662 41.5441636150333)","41,5441636150333","2,44866114025662"
"Farmàcia Soriano","Carrer de Juan Sebastián Elcano, 2. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.435829801543 41.5360888877241)","41,5360888877241","2,435829801543"
"Farmàcia Corona Colldeforn","Ronda de Leopoldo O'donnell, 11. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43152957229316 41.5373569495522)","41,5373569495522","2,43152957229316"
"Centre Social La Casa de la Palmera","Carrer de Federico Carlo Gravina, 6. 08301 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.44545213478718 41.5352886563716)","41,5352886563716","2,44545213478718"
"Càrrega de vehicles (aparcament Tecnocampus)","Avinguda d'Ernest Lluch, 46. 08302 Mataró (BARCELONA)","Mobilitat","Punt de càrrega de vehicles","POINT (2.43515464142489 41.5280172005971)","41,5280172005971","2,43515464142489"
"Càrrega de vehicles (Parc Central)","Camí de la Geganta, 2. 08304 Mataró (BARCELONA)","Mobilitat","Punt de càrrega de vehicles","POINT (2.44048613397917 41.5443081425763)","41,5443081425763","2,44048613397917"
"Parròquia de Sant Josep","Carrer de Sant Josep, 7. 08302 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.44385108580989 41.5397310366162)","41,5397310366162","2,44385108580989"
"Parròquia de la Sagrada Família","Ronda de Jaume Ferran, 52. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.43570645029583 41.5478176192524)","41,5478176192524","2,43570645029583"
"Parròquia de la Mare de Déu de l'Esperança","Passeig dels Molins, 67. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.44520771887967 41.5482481657)","41,5482481657","2,44520771887967"
"Parròquia de Sant Pau","Carrer de las Siete Partidas, 42. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.45159986289263 41.5460700492694)","41,5460700492694","2,45159986289263"
"Càrrega de vehicles (aparcament Plaça de Cuba)","Plaça de Cuba, 53. Mataró (BARCELONA)","Mobilitat","Punt de càrrega de vehicles","POINT (2.44130058383169 41.5375124152225)","41,5375124152225","2,44130058383169"
"M|A|C  Mataró Art Contemporani","Carrer de Sant Josep, 9. 08302 Mataró (BARCELONA)","Cultura i Oci","Sales d'exposicions i galeries d'art","POINT (2.44357677380937 41.539617014118)","41,539617014118","2,44357677380937"
"Jutjat de primera instància núm. 6","Carrer de Casto Méndez Núñez, 30. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.44044078589585 41.5329873238481)","41,5329873238481","2,44044078589585"
"Centre Cívic Molins","Carrer de Nicolau Guañabens, 23. 08304 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.44232719235017 41.5493866522752)","41,5493866522752","2,44232719235017"
"Centre Cívic Cirera","Carrer de Cadis, 1. 08304 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.43416154241158 41.5469990835442)","41,5469990835442","2,43416154241158"
"Centre Cívic Pla d'en Boet","Carrer de Juan Sebastián Elcano, 6. 08302 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.43552178933492 41.5358533810768)","41,5358533810768","2,43552178933492"
"Escola Angeleta Ferrer","Plaça de Ventura Ametller, 1. 08301 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44316178125401 41.5355638888255)","41,5355638888255","2,44316178125401"
"Escola Bressol municipal Tabalet","Ronda de Francesc Macià, 119. Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.43356077776149 41.536572316166)","41,536572316166","2,43356077776149"
"Escola Municipal de Música de Mataró (secretaria)","Baixada de les Figueretes, 1. 08301 Mataró (BARCELONA)","Educació","Escola Municipal de Música","POINT (2.44832796708389 41.5404221145739)","41,5404221145739","2,44832796708389"
"Palau Municipal d'Esports Josep Mora","Passeig de Carles Padrós, 14. 08304 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.44248376394851 41.5456690804773)","41,5456690804773","2,44248376394851"
"CAP Mataró Centre - CSdM","Camí Ral, 208. 08301 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.4499391722225 41.5394749549434)","41,5394749549434","2,4499391722225"
"Casal Municipal de la Gent Gran Pla d'en Boet","Carrer de Juan Sebastián Elcano, 6. 08302 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.43552178933492 41.5358533810768)","41,5358533810768","2,43552178933492"
"Casal de Gent Gran Jaume Terradas","Carrer d'Argentona, 59. 08302 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.44119956361732 41.540735944455)","41,540735944455","2,44119956361732"
"Llar d'infants La Fada","Ronda d'Alfons X el Savi, 131. 08304 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.4500196942124 41.5458059911817)","41,5458059911817","2,4500196942124"
"Ensenyament concertat Cor de Maria","La Riera, 58. 08301 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44461391423404 41.5402013571987)","41,5402013571987","2,44461391423404"
"Centre Cívic Cerdanyola","Passeig de Ramon Berenguer III, 82. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.42563111127236 41.5373830605373)","41,5373830605373","2,42563111127236"
"Deganat Jutjats de Mataró","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Refugi d'Animals domèstics Cal Pilé","Veïnat de Mata, 147. Mataró (BARCELONA)","Altres serveis","Refugis d'animals","POINT (2.46105082157233 41.5441259922446)","41,5441259922446","2,46105082157233"
"Espai Jove Rocafonda-El Palau","Carrer de Pablo Ruiz Picasso, 28. 08304 Mataró (BARCELONA)","Serveis per a joves","Espai jove","POINT (2.44956386014662 41.5488956938084)","41,5488956938084","2,44956386014662"
"Unió Recreativa L.A.R.U","Riera de Can Gener, 20. 08304 Mataró (BARCELONA)","Esports","Centres esportius","POINT (2.43590840123187 41.5657342737459)","41,5657342737459","2,43590840123187"
"Pista Poliesportiva Municipal El Palau","Ronda d'Alfons X el Savi, 163. 08304 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.45158998891315 41.5457244460973)","41,5457244460973","2,45158998891315"
"Oficina d'Atenció Ciutadana (OFIAC) - La Riera","La Riera, 48. 08301 Mataró (BARCELONA)","Administració municipal","Oficina d'Atenció Ciutadana (OFIAC)","POINT (2.4447776359659 41.539838959823)","41,539838959823","2,4447776359659"
"Llar Residència - Carrer Vitòria","Carrer de Vitòria, 16. 08303 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.42521468429238 41.539026356354)","41,539026356354","2,42521468429238"
"Llar d'infants GEM","Passeig d'Antoni Martí Cabanellas, 25. 08304 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.44501408249535 41.5466123151562)","41,5466123151562","2,44501408249535"
"Unitat de Gestió Agrícola i Forestal","Carrer de Pablo Iglesias, 63. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Territorials i Sostenibilitat","POINT (2.43237131091188 41.5314108109707)","41,5314108109707","2,43237131091188"
"Mercat de la Plaça Gran (entorns del mercat)","Plaça Gran, 12. 08301 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats setmanals","POINT (2.44695634458931 41.5402324126919)","41,5402324126919","2,44695634458931"
